1004293|1004293:0|b'Judging from previous posts this used to be a good place, but not any longer.'|RESTAURANT#GENERAL|negative
1004293|1004293:1|b'We, there were four of us, arrived at noon - the place was empty - and the staff acted like we were imposing on them and they were very rude.'|SERVICE#GENERAL|negative
1004293|1004293:2|b'They never brought us complimentary noodles, ignored repeated requests for sugar, and threw our dishes on the table.'|SERVICE#GENERAL|negative
1004293|1004293:3|b'The food was lousy - too sweet or too salty and the portions tiny.'|FOOD#QUALITY|negative
1004293|1004293:3|b'The food was lousy - too sweet or too salty and the portions tiny.'|FOOD#STYLE_OPTIONS|negative
1004293|1004293:4|b'After all that, they complained to me about the small tip.'|SERVICE#GENERAL|negative
1004293|1004293:5|b'Avoid this place!'|RESTAURANT#GENERAL|negative
1014458|1014458:0|b'I have eaten at Saul, many times, the food is always consistently, outrageously good.'|FOOD#QUALITY|positive
1014458|1014458:1|b'Saul is the best restaurant on Smith Street and in Brooklyn.'|RESTAURANT#GENERAL|positive
1014458|1014458:2|b'The duck confit is always amazing and the foie gras terrine with figs was out of this world.'|FOOD#QUALITY|positive
1014458|1014458:2|b'The duck confit is always amazing and the foie gras terrine with figs was out of this world.'|FOOD#QUALITY|positive
1014458|1014458:3|b'The wine list is interesting and has many good values.'|DRINKS#STYLE_OPTIONS|positive
1014458|1014458:3|b'The wine list is interesting and has many good values.'|DRINKS#PRICES|positive
1014458|1014458:4|b'For the price, you cannot eat this well in Manhattan.'|RESTAURANT#PRICES|positive
1014458|1014458:4|b'For the price, you cannot eat this well in Manhattan.'|FOOD#QUALITY|positive
1016296|1016296:0|b'I was very disappointed with this restaurant.'|RESTAURANT#GENERAL|negative
1016296|1016296:1|b'Ive asked a cart attendant for a lotus leaf wrapped rice and she replied back rice and just walked away.'|SERVICE#GENERAL|negative
1016296|1016296:2|b'I had to ask her three times before she finally came back with the dish Ive requested.'|SERVICE#GENERAL|negative
1016296|1016296:3|b'Food was okay, nothing great.'|FOOD#QUALITY|neutral
1016296|1016296:4|b'Chow fun was dry; pork shu mai was more than usually greasy and had to share a table with loud and rude family. '|FOOD#QUALITY|negative
1016296|1016296:4|b'Chow fun was dry; pork shu mai was more than usually greasy and had to share a table with loud and rude family. '|FOOD#QUALITY|negative
1016296|1016296:4|b'Chow fun was dry; pork shu mai was more than usually greasy and had to share a table with loud and rude family. '|AMBIENCE#GENERAL|negative
1016296|1016296:5|b'I/we will never go back to this place again.'|RESTAURANT#GENERAL|negative
1028246|1028246:0|b'Went on a 3 day oyster binge, with Fish bringing up the closing, and I am so glad this was the place it O trip ended, because it was so great!'|RESTAURANT#GENERAL|positive
1028246|1028246:1|"b""Service was devine, oysters where a sensual as they come, and the price can't be beat!!!"""|SERVICE#GENERAL|positive
1028246|1028246:1|"b""Service was devine, oysters where a sensual as they come, and the price can't be beat!!!"""|FOOD#QUALITY|positive
1028246|1028246:1|"b""Service was devine, oysters where a sensual as they come, and the price can't be beat!!!"""|RESTAURANT#PRICES|positive
1028246|1028246:2|"b""You can't go wrong here."""|RESTAURANT#GENERAL|positive
1032695|1032695:0|b'Every time in New York I make it a point to visit Restaurant Saul on Smith Street.'|RESTAURANT#GENERAL|positive
1032695|1032695:1|b'Everything is always cooked to perfection, the service is excellent, the decor cool and understated.'|FOOD#QUALITY|positive
1032695|1032695:1|b'Everything is always cooked to perfection, the service is excellent, the decor cool and understated.'|SERVICE#GENERAL|positive
1032695|1032695:1|b'Everything is always cooked to perfection, the service is excellent, the decor cool and understated.'|AMBIENCE#GENERAL|positive
1032695|1032695:2|b'I had the duck breast special on my last visit and it was incredible.'|FOOD#QUALITY|positive
1032695|1032695:3|"b""Can't wait wait for my next visit."""|RESTAURANT#GENERAL|positive
1041457|1041457:1|"b""And I hate to say this but I doubt I'll ever go back. """|RESTAURANT#GENERAL|negative
1041457|1041457:2|b'The food is very average...the Thai fusion stuff is a bit too sweet, every thing they serve is too sweet here.'|FOOD#QUALITY|negative
1041457|1041457:2|b'The food is very average...the Thai fusion stuff is a bit too sweet, every thing they serve is too sweet here.'|FOOD#QUALITY|negative
1041457|1041457:2|b'The food is very average...the Thai fusion stuff is a bit too sweet, every thing they serve is too sweet here.'|FOOD#QUALITY|negative
1041457|1041457:3|b'The only thing I moderately enjoyed was their Grilled Chicken special with Edamame Puree.'|FOOD#QUALITY|positive
1041457|1041457:4|"b""I had never had Edamame pureed before but I thought it was innovative and tasty (could've used a bit more salt)."""|FOOD#QUALITY|positive
1041457|1041457:4|"b""I had never had Edamame pureed before but I thought it was innovative and tasty (could've used a bit more salt)."""|FOOD#STYLE_OPTIONS|positive
1041457|1041457:6|b'The decor is night tho...but they REALLY need to clean that vent in the ceiling...its quite un-appetizing, and kills your effort to make this place look sleek and modern.'|AMBIENCE#GENERAL|negative
1041457|1041457:6|b'The decor is night tho...but they REALLY need to clean that vent in the ceiling...its quite un-appetizing, and kills your effort to make this place look sleek and modern.'|AMBIENCE#GENERAL|positive
1041457|1041457:6|b'The decor is night tho...but they REALLY need to clean that vent in the ceiling...its quite un-appetizing, and kills your effort to make this place look sleek and modern.'|AMBIENCE#GENERAL|negative
1053543|1053543:2|"b""Their sake list was extensive, but we were looking for Purple Haze, which wasn't listed but made for us upon request!"""|DRINKS#STYLE_OPTIONS|positive
1053543|1053543:2|"b""Their sake list was extensive, but we were looking for Purple Haze, which wasn't listed but made for us upon request!"""|SERVICE#GENERAL|positive
1053543|1053543:3|b'The spicy tuna roll was unusually good and the rock shrimp tempura was awesome, great appetizer to share!'|FOOD#QUALITY|positive
1053543|1053543:3|b'The spicy tuna roll was unusually good and the rock shrimp tempura was awesome, great appetizer to share!'|FOOD#QUALITY|positive
1053543|1053543:4|b'We went around 9:30 on a Friday and it had died down a bit by then so the service was great!'|SERVICE#GENERAL|positive
1055910|1055910:0|b'we love th pink pony.'|RESTAURANT#GENERAL|positive
1055910|1055910:1|b'THe perfect spot.'|RESTAURANT#GENERAL|positive
1055910|1055910:2|b'Food-awesome.'|FOOD#QUALITY|positive
1055910|1055910:3|b'Service- friendly and attentive.'|SERVICE#GENERAL|positive
1055910|1055910:4|b'Ambiance- relaxed and stylish.'|AMBIENCE#GENERAL|positive
1055910|1055910:5|"b""Don't judge this place prima facie, you have to try it to believe it, a home away from home for the literate heart."""|RESTAURANT#GENERAL|positive
1058221|1058221:2|b'the food is decent.'|FOOD#QUALITY|neutral
1058221|1058221:3|"b""however, it's the service that leaves a bad taste in my mouth."""|SERVICE#GENERAL|negative
1058221|1058221:4|b'i happen to have a policy that goes along with a little bit of self-respect, which includes not letting a waiter intimidate me, i.e. make me feel bad asking for trivialities like water, or the check.'|SERVICE#GENERAL|negative
1058221|1058221:5|"b""i know, you were too busy showing off your vintage tee shirt and looking bored, but my agenda is i'm here to eat and enjoy the company of friends, seeking a pleasant experience."""|SERVICE#GENERAL|negative
1058221|1058221:6|"b""well, i didn't find it there, and trust, i have told everyone i can think of about my experience. """|RESTAURANT#GENERAL|negative
1058221|1058221:7|b'the last time i walked by it looked pretty empty. hmmm.'|RESTAURANT#MISCELLANEOUS|negative
1062641|1062641:0|b'This place has got to be the best japanese restaurant in the new york area.'|RESTAURANT#GENERAL|positive
1062641|1062641:1|b'I had a great experience.'|RESTAURANT#GENERAL|positive
1062641|1062641:2|b'Food is great.'|FOOD#QUALITY|positive
1062641|1062641:3|b'Service is top notch.'|SERVICE#GENERAL|positive
1062641|1062641:4|b'I have been going back again and again.'|RESTAURANT#GENERAL|positive
1064477|1064477:0|b'I tend to judge a sushi restaurant by its sea urchin, which was heavenly at sushi rose.'|FOOD#QUALITY|positive
1064477|1064477:1|b'It melted in my little mouth and the perfect consistency-not too fishy, creamy, and slightly buttery.'|FOOD#QUALITY|positive
1064477|1064477:2|b'The sushi seemed pretty fresh and was adequately proportioned.'|FOOD#QUALITY|positive
1064477|1064477:2|b'The sushi seemed pretty fresh and was adequately proportioned.'|FOOD#STYLE_OPTIONS|positive
1064477|1064477:3|"b""The rice to fish ration was also good--they didn't try to overpack the rice."""|FOOD#STYLE_OPTIONS|positive
1064477|1064477:4|b'We took advanatage of the half price sushi deal on saturday so it was well worth it.'|FOOD#QUALITY|positive
1074868|1074868:2|b'Surprisingly nothing could be further from the truth.'|RESTAURANT#MISCELLANEOUS|positive
1074868|1074868:3|b'In the evening, this place attracted a well dressed, with it, NY crowd.'|RESTAURANT#MISCELLANEOUS|positive
1074868|1074868:4|b'The food was well prepared and the service impecable.'|FOOD#QUALITY|positive
1074868|1074868:4|b'The food was well prepared and the service impecable.'|SERVICE#GENERAL|positive
1074868|1074868:5|"b""I'm going back."""|RESTAURANT#GENERAL|positive
1084394|1084394:1|"b""Quite simply it's like stepping out of Manhattan and into a haven of tranquility."""|AMBIENCE#GENERAL|positive
